cityst,pop2019,pop_category,called?,photo,use_v2,labelbatch,dont_use_link,small protest,social,size_est_low,size_est_high,srclinks,srclink_2,article_hed,article_source,cities,state,lat,lon,latlonCK,editor,batch,dupe,region,firstday,Tue May 26,Wed May 27,Thu May 28,Fri May 29,Sat May 30,Sun May 31,Mon Jun 1,Tue Jun 2,Wed Jun 3,Thu Jun 4,Fri Jun 5,Sat Jun 6,Sun Jun 7,Mon Jun 8,Tue Jun 9,Before May 29,total_days,FIPS,TOTPOP,P_WHITE_NH,P_BLACK_NH,P_ASIAN_NH,P_HISPANIC,MEDIAN_HHI,wbin,bbin,abin,hbin,ibin,protester violence,police tactics and violence,tactics links,tear gas search,tear gas,tear gas link,tear gas video verification,tear gas police department,"tear gas 
photo",tg check,use,order,where can we get photo,nytname,poprank
ThibodauxLA,"14,515",p1,,0,y,,,,,,,https://www.dailycomet.com/news/20200604/march-for-equality-draws-nearly-100-in-thibodaux,,,,Thibodaux,Louisiana,29.796,-90.823,✓,jugal,15,–,S,10,,,,,,,,,,1,,,,,,,1,2275425,"14,515",61.6,30.3,1.3,3.2,"34,375",6,3,0,0,30,,,,,,,,,,,,,,"Thibodaux, La.",2354
Fort BraggCA,"7,298",p1,,0,y,,,,,,,https://www.advocate-news.com/2020/06/03/students-lead-black-lives-matter-protest-downtown/,,,,Fort Bragg,California,39.442,-123.806,✓,jugal,13,–,W,8,,,,,,,,1,,,,,,,,,1,625058,"7,298",61.5,1.0,1.4,32.2,"43,003",6,0,0,3,40,,,,,,,,,,,,,,"Fort Bragg, Calif.",3835
Middle RiverMD,"25,346",p1,,0,n,,,,,,,https://foxbaltimore.com/news/local/protesters-make-a-stand-against-vinces-crab-house,,,,Middle River,Maryland,39.337,-76.406,✓,jugal,15,–,NE,12,,,,,,,,,,,,1,,,,,1,2452300,"25,346",61.5,26.3,4.0,5.2,"56,322",6,2,0,0,50,,,,,,,,,,,,,,"Middle River, Md.",
OcalaFL,"58,598",p2,,0,y,,,y,,,,https://www.wcjb.com/content/news/Black-Lives-Matter-Rally-held-in-Ocala--570911671.html,,Protesters rally in honor of George Floyd in Ocala, ,Ocala,Florida,29.187,-82.139,✓,jugal,8,–,S,6,,,,,,1,,,,,,,,,,,1,1250750,"58,598",61.4,19.7,3.1,13.3,"40,301",6,1,0,1,40,,,,"https://www.google.com/search?q=""Ocala"" ""Florida"" ""tear gas""",no,,,,,RL,,583,,"Ocala, Fla.",619
Key WestFL,"25,085",p1,,0,y,,,,,,,https://keysweekly.com/42/hundreds-march-in-key-west-for-george-floyd-and-for-change/,,,,Key West,Florida,24.557,-81.795,✓,jugal,14,–,S,7,,,,,,,1,,,,,,,,,,1,1236550,"25,085",61.4,12.8,1.9,22.6,"67,712",6,1,0,2,60,,,,,,,,,,,,,,"Key West, Fla.",1585
Berrien SpringsMI,"1,590",p1,,0,y,,,,,,,https://www.msn.com/en-us/news/us/hundreds-of-protesters-march-in-berrien-springs-peace-walk/ar-BB15aBWz,,,,Berrien Springs,Michigan,41.947,-86.338,✓,jugal,15,–,MW,13,,,,,,,,,,,,,1,,,,1,2607860,"1,590",61.4,15.7,7.2,9.1,"36,346",6,1,0,0,30,,,,,,,,,,,,,,"Berrien Springs, Mich.",8170
SylacaugaAL,"12,397",p1,,0,y,,,,,,,https://www.annistonstar.com/the_daily_home/nonviolent-protesters-march-through-sylacauga-speakers-call-for-cooperation-understanding-with-photo-gallery/article_90a51edc-a79f-11ea-8f9f-672a69d50154.html,,,,Sylacauga,Alabama,33.170,-86.251,✓,jugal,14,–,S,11,,,,,,,,,,,1,,,,,,1,174352,"12,397",61.3,33.9,0.0,3.5,"37,755",6,3,0,0,30,,,,,,,,,,,,,,"Sylacauga, Ala.",2709
LafayetteLA,"126,515",p3,,2,y,,,,,,,https://www.theadvertiser.com/story/news/local/2020/05/31/see-crowds-reaction-lafayette-protest-george-floyd-death-ul-university-louisiana-lafayette/5299732002/,,"See crowds, reaction to Lafayette protest Sunday of death of George Floyd in Minneapolis",The Advertiser,Lafayette,Louisiana,30.175,-92.042,✓,,7,–,S,6,,,,,,1,,,,,,,,,,,1,2240735,"126,515",61.2,30.8,1.8,4.1,"50,182",6,3,0,0,50,,,,"https://www.google.com/search?q=""Lafayette"" ""Louisiana"" ""tear gas""",no,,,,,RL,y,173,,"Lafayette, La.",219
OgdenUT,"86,126",p2,y,0,y,,,,,,,https://www.standard.net/news/local/ogdens-take-a-knee-one-of-the-citys-largest-ever-protests-held-peacefully-on-saturday/article_71522a0d-1c1d-51e2-89ef-633c07749f1d.html,,"Ogden's 'Take a Knee,' one of the city's largest-ever protests, held peacefully on Saturday",Standard-Examiner,Ogden,Utah,41.223,-111.972,✓,jugal,8,–,W,5,,,,,1,,,,,,,,,,,,1,4955980,"86,126",61.2,1.5,1.4,32.5,"46,807",6,0,0,3,40,,,,"https://www.google.com/search?q=""Ogden"" ""Utah"" ""tear gas""",no,,,,,RL,,261,,"Ogden, Utah",385
AnsoniaCT,"18,860",p1,,0,y,,,,,,,https://www.ctpost.com/local/article/Emulating-Martin-Luther-King-Jr-protesters-and-15318272.php,,"Emulating Martin Luther King Jr., protesters and police march through Ansonia",The Connecticut Post,Ansonia,Connecticut,41.342,-73.078,✓,jugal,11,–,NE,10,,,,,,,,,,1,,,,,,,1,901150,"18,860",61.2,12.4,1.6,22.9,"53,540",6,1,0,2,50,,,,,,,,,,,,,,"Ansonia, Conn.",1944
TarrytownNY,"11,459",p1,,0,y,,,,,,,https://thehudsonindependent.com/hundreds-line-broadway-in-tarrytown-protest/,,,,Tarrytown,New York,41.074,-73.860,✓,jugal,13,–,NE,8,,,,,,,,1,,,,,,,,,1,3673176,"11,459",61.2,4.7,5.9,27.4,"119,826",6,0,0,2,100,,,,,,,,,,,,,,"Tarrytown, N.Y.",2823
BeloitWI,"36,813",p1,,0,y,,,,,,,https://www.nbc15.com/content/news/Peaceful-George-Floyd-protest-held-in-Janesville-570907051.html,,,,Beloit,Wisconsin,42.507,-89.038,✓,jugal,15,–,MW,6,,,,,,1,,,,,,,,,,,1,5506500,"36,813",61.2,12.7,1.1,20.0,"42,169",6,1,0,2,40,,,,,,,,,,,,,,"Beloit, Wis.",1051
RenoNV,"242,633",p3,y,0,y,,,,,,,https://www.reviewjournal.com/news/politics-and-government/nevada/reno-curfew-in-effect-until-further-notice-after-george-floyd-protests-2043746/,https://mynews4.com/news/local/several-hundred-protesters-hold-peaceful-rally-in-downtown-reno-on-sunday,Reno curfew in effect until further notice after George Floyd protests,Las Vegas Review-Journal,Reno,Nevada,39.549,-119.850,✓,,5,–,W,5,,,,,1,,,,,,,,1,,,,2,3260600,"242,633",61.1,2.5,7.1,24.7,"54,916",6,0,0,2,50,"smashed windows, graffiti","23 arrested, tear gas",,"https://www.google.com/search?q=""Reno"" ""Nevada"" ""tear gas""",CONFIRMED,https://www.rgj.com/story/news/2020/05/31/reno-updates-police-lift-curfew-after-chaotic-night-downtown/5299233002/,police confirmed using gas at minute 22: https://www.facebook.com/RenoPoliceDepartment/videos/248078579796719/?v=248078579796718,RL checked,,RL,y,134,,"Reno, Nev.",85
HopkinsvilleKY,"31,483",p1,,0,y,,,,,,,https://www.kentuckynewera.com/web/news/article_b1922615-5432-5add-bc14-fd31224f31dd.html,,Hopkinsville rallies against police brutality on black lives,Kentucky New Era,Hopkinsville,Kentucky,36.866,-87.489,✓,jugal,8,–,S,6,,,,,,1,,,,,,,,,,,1,2137918,"31,483",61.1,30.4,1.6,4.2,"37,669",6,3,0,0,30,,,,"https://www.google.com/search?q=""Hopkinsville"" ""Kentucky"" ""tear gas""",no,,,,,AS,,577,,"Hopkinsville, Ky.",1256
GrotonCT,"9,109",p1,,0,y,,,,,,,https://patch.com/connecticut/groton/photos-videos-sundays-peaceful-blm-protest-grotonn,,,,Groton,Connecticut,41.355,-72.072,✓,jugal,14,–,NE,13,,,,,,,,,,,,,1,,,,1,934180,"9,109",61.1,9.4,5.0,18.6,"53,750",6,0,0,1,50,,,,,,,,,,,,,,"Groton, Conn.",3318
Palm BayFL,"110,271",p3,,0,y,,,,,,,https://www.floridatoday.com/picture-gallery/news/local/2020/06/06/citizens-and-police-walk-together-palm-bay/3160925001/,https://www.floridatoday.com/story/news/2020/06/06/black-lives-matter-rally-draws-protesters-palm-bay/3163613001/,,,Palm Bay,Florida,28.000,-80.673,✓,jugal,14,–,S,11,,,,,,,,,,,1,1,,,,,2,1254000,"110,271",61.1,17.7,1.9,16.0,"47,640",6,1,0,1,40,,,,,,,,,,,,,,"Palm Bay, Fla.",250
McKinneyTX,"173,460",p3,,1,y,,,,,,,https://www.wfaa.com/article/news/local/over-200-people-participate-youth-led-protest-mckinney/287-675ad69a-ea6f-4015-9ca4-a48fc35355ec,https://www.dallasnews.com/news/2020/06/04/photos-peaceful-prayerful-protests-on-7th-day-call-for-unity-healing-in-dallas-mckinney/ https://www.wfaa.com/article/news/local/across-north-texas-thousands-march-in-10th-straight-day-of-protests/287-2cb74b74-168b-4f66-a22a-eb579bfe7a2c,More than 200 teens gather for youth-led protest in McKinney,wfaa.com,McKinney,Texas,33.198,-96.639,✓,juliette,8,–,S,4,,,,1,1,1,1,1,1,1,1,1,1,,,,10,4845744,"173,460",61.0,11.5,6.6,17.9,"89,964",6,1,0,1,80,,,,"https://www.google.com/search?q=""McKinney"" ""Texas"" ""tear gas""",no,,,,,RL,,311,,"McKinney, Texas",121
BiloxiMS,"45,568",p1,,0,y,,,y,,,,https://www.sunherald.com/news/local/article243152661.html,,Biloxi demonstration join nationwide protests after George Floyd's murder  | Biloxi Sun Herald,sunherald,Biloxi,Mississippi,30.396,-88.885,✓,juliette,8,–,S,5,,,,,1,,,,,,,,,,,,1,2806220,"45,568",61.0,21.2,4.7,8.9,"44,972",6,2,0,0,40,,,,"https://www.google.com/search?q=""Biloxi"" ""Mississippi"" ""tear gas""",no,,,,,RL,,530,,"Biloxi, Miss.",847
MillvilleNJ,"27,950",p1,,0,y,,,,,,,https://www.nj.com/news/2020/06/nj-has-had-dozens-of-george-floyd-protests-so-far-heres-whats-happened-at-them.html,,N.J. has had dozens of George Floyd protests so far. Here’s what’s happened at them.,nj,Millville,New Jersey,39.400,-75.038,✓,jugal,9,–,NE,5,,,,,1,,,,,,,,,,,,1,3446680,"27,950",61.0,17.5,2.1,17.0,"52,352",6,1,0,1,50,,,,,,,,,,,,,,"Millville, N.J.",1384
HoumaLA,"33,520",p1,,0,y,,,,,,,https://www.houmatoday.com/news/20200531/protest-in-downtown-houma-stays-peaceful,,,,Houma,Louisiana,29.598,-90.719,✓,jugal,15,–,S,6,,,,,,1,,,,,,,,,,,1,2236255,"33,520",61.0,24.7,0.6,4.7,"43,780",6,2,0,0,40,,,,,,,,,,,,,,"Houma, La.",1190
ShermanTX,"41,149",p1,,0,y,,,,,,,http://www.kten.com/story/42201668/protestors-and-police-work-together-to-have-a-peaceful-protest,,,,Sherman,Texas,33.640,-96.606,✓,barbara,15,–,S,6,,,,,,1,,,,,,,,,,,1,4867496,"41,149",61.0,9.7,2.6,22.4,"46,940",6,0,0,2,40,,,,,,,,,,,,,,"Sherman, Texas",879
DecaturAL,"54,617",p2,,0,y,,,,,,,https://www.wsfa.com/2020/05/31/decatur-protesters-hold-peaceful-rally-march-demand-justice-peace/,,"Decatur protesters hold peaceful rally, march to demand justice and peace",https://www.wsfa.com,Decatur,Alabama,34.560,-86.990,✓,jugal,9,–,S,6,,,,,,1,,,,,,,,,,,1,120104,"54,617",60.9,22.5,0.6,13.4,"45,048",6,2,0,1,40,,,,"https://www.google.com/search?q=""Decatur"" ""Alabama"" ""tear gas""",no,,,,,AS,,651,,"Decatur, Ala.",714
Half Moon BayCA,"12,706",p1,,0,y,,,,,,,https://www.hmbreview.com/news/coastsiders-take-part-in-growing-movement/article_4621428c-a6dc-11ea-bccf-9f74e979f05a.html,,,,Half Moon Bay,California,37.464,-122.434,✓,jugal,14,–,W,10,,,,,,,,,,1,,,,,,,1,631708,"12,706",60.9,0.1,8.2,29.2,"122,691",6,0,0,2,120,,,,,,,,,,,,,,"Half Moon Bay, Calif.",2561
MarshalltownIA,"27,275",p1,,0,y,,,y,,,,https://www.timesrepublican.com/news/todays-news/2020/06/peaceful-protests-continue-in-marshalltown/,,,,Marshalltown,Iowa,42.047,-92.908,✓,jugal,15,–,MW,7,,,,,,,1,,,,,,,,,,1,1949755,"27,275",60.9,1.1,5.1,29.9,"50,612",6,0,0,2,50,,,,,,,,,,,,,,"Marshalltown, Iowa",1433
CambridgeMA,"115,665",p3,,0,y,,,,,,,http://www.cambridgeday.com/2020/05/31/peaceful-protest-of-200-honors-george-floyd-more-actions-planned-amid-renewed-anguish/?utm_source=rss&utm_medium=rss&utm_campaign=peaceful-protest-of-200-honors-george-floyd-more-actions-planned-amid-renewed-anguish,,Peaceful protest of 200 honors George Floyd; More actions planned amid renewed anguish - Cambridge Day,Cambridge Day,Cambridge,Massachusetts,42.373,-71.120,✓,jugal,8,–,NE,6,,,,,,1,,,,,,,,,,,1,2511000,"115,665",60.8,10.2,16.0,9.2,"95,404",6,1,1,0,80,,,,"https://www.google.com/search?q=""Cambridge"" ""Massachusetts"" ""tear gas""",no,,,,,RL,,340,,"Cambridge, Mass.",238
NorwichCT,"39,567",p1,,0,y,,,,,,,https://www.theday.com/local-news/20200602/hundreds-protest-in-norwich-mystic-on-tuesday,,,,Norwich,Connecticut,41.525,-72.079,✓,jugal,14,–,NE,8,,,,,,,,1,,,,,,,,,1,956200,"39,567",60.8,10.5,8.6,14.3,"55,391",6,1,0,1,50,,,,,,,,,,,,,,"Norwich, Conn.",1005
New BraunfelsTX,"74,587",p2,,0,y,,,,,,,http://herald-zeitung.com/community_alert/article_4d15f20e-a538-11ea-927a-7f704516952b.html,,,,New Braunfels,Texas,29.702,-98.126,✓,barbara,15,–,S,8,,,,,,,,1,,,,,,,,,1,4850820,"74,587",60.8,1.9,1.4,34.0,"67,510",6,0,0,3,60,,,,,,,,,,,,,,"New Braunfels, Texas",369
Palm SpringsCA,"47,525",p1,,0,y,,,?,,,,https://kesq.com/news/2020/06/01/peaceful-protest-to-take-place-in-downtown-palm-springs/,,Peaceful protest underway in downtown Palm Springs - KESQ,KESQ,Palm Springs,California,33.830,-116.545,✓,juliette,8,–,W,7,,,,,,,1,,,,,,,,,,1,655254,"47,525",60.7,3.5,5.0,27.8,"50,361",6,0,0,2,50,,,,"https://www.google.com/search?q=""Palm Springs"" ""California"" ""tear gas""",no,,,,,RL,,436,,"Palm Springs, Calif.",807
ClearlakeCA,"15,323",p1,,0,y,,,,,,,https://www.record-bee.com/2020/06/08/peacefully-protesting-for-change/,,,,Clearlake,California,38.951,-122.623,✓,jugal,14,–,W,12,,,,,,,,,,,,1,,,,,1,613945,"15,323",60.5,4.8,0.2,29.1,"28,888",6,0,0,2,20,,,,,,,,,,,,,,"Clearlake, Calif.",2272
Los AltosCA,"30,588",p1,,0,y,,,,,,,https://www.mv-voice.com/news/2020/06/05/locals-throng-streets-of-los-altos-in-protest-of-police-violence,,,,Los Altos,California,37.383,-122.114,✓,jugal,14,–,W,10,,,,,,,,,,1,1,,,,,,2,643280,"30,588",60.5,0.4,29.4,4.3,"215,339",6,0,2,0,200,,,,,,,,,,,,,,"Los Altos, Calif.",1278
Wichita FallsTX,"104,494",p3,,0,y,,,,,,,https://www.newschannel6now.com/2020/06/02/peaceful-protest-held-downtown-wichita-falls/,,,,Wichita Falls,Texas,33.896,-98.496,✓,barbara,15,–,S,7,,,,,,,1,,,,,,,,,,1,4879000,"104,494",60.5,12.0,2.5,21.6,"45,476",6,1,0,2,40,,,,,,,,,,,,,,"Wichita Falls, Texas",295
OrovilleCA,"19,040",p1,,0,y,,,,,,,https://www.actionnewsnow.com/content/news/Protestors-gathered-together-for-a-silent-march-in-Oroville-for-George-Floyd-570910981.html,https://www.chicoer.com/2020/06/02/community-reacts-to-george-floyds-death/,Protesters gather in Oroville for silent march after death of George Floyd,KHSL News,Oroville,California,39.513,-121.557,✓,jugal,8,–,W,6,,,,,,1,,,,,,,,,,,1,654386,"19,040",60.3,4.7,10.5,13.8,"34,712",6,0,1,1,30,,,,"https://www.google.com/search?q=""Oroville"" ""California"" ""tear gas""",no,,,,,AS,,590,,"Oroville, Calif.",1784
ChampaignIL,"86,791",p2,y,1,y,,,,,,,https://dailyillini.com/news/2020/05/31/protests-continue-in-champaign/,,Protests continue in Champaign,The Daily Illini,Champaign,Illinois,40.113,-88.278,✓,jugal,8,–,MW,6,,,,,,1,,,,,,1,,,,,2,1712385,"86,791",60.2,17.5,13.3,6.2,"47,502",6,1,1,0,40,,,,"https://www.google.com/search?q=""Champaign"" ""Illinois"" ""tear gas""",maybe,https://newschannel20.com/news/local/riots-break-out-all-over-champaign,,,,RL,,267,,"Champaign, Ill.",375
Fort SmithAR,"87,639",p2,,0,y,,,,,,,https://www.swtimes.com/news/20200531/scores-of-fort-smith-demonstrators-protest-george-floyd-death,,Scores of Fort Smith demonstrators protest George Floyd death,Times Record,Fort Smith,Arkansas,35.340,-94.385,✓,jugal,9,–,S,6,,,,,,1,,,,,,,,,,,1,524550,"87,639",60.2,9.8,5.9,19.1,"40,004",6,0,0,1,40,,,,"https://www.google.com/search?q=""Fort Smith"" ""Arkansas"" ""tear gas""",no,,,,,AS,,726,,"Fort Smith, Ark.",383
RockinghamNC,"8,994",p1,,0,y,,,y,,,,https://www.yourdailyjournal.com/news/94598/local-protesters-show-support-for-national-movement,,,,Rockingham,North Carolina,34.936,-79.774,✓,jugal,15,–,S,6,,,,,,1,,,,,,,,,,,1,3757260,"8,994",60.2,32.5,1.6,3.6,"33,339",6,3,0,0,30,,,,,,,,,,,,,,"Rockingham, N.C.",3385
SebringFL,"10,636",p1,,0,y,,,y,,,,https://www.midfloridanewspapers.com/highlands_news-sun/news/high-school-seniors-seek-change-with-peaceful-protest/article_1242be42-a677-11ea-a56d-b7cdad5f177c.html,https://www.theledger.com/news/20200529/aftershocks-of-george-floyds-death-hit-central-florida,,,Sebring,Florida,27.496,-81.441,✓,jugal,14,–,S,5,,,,,1,,,,,1,,,,,,,2,1264875,"10,636",60.1,17.0,0.6,19.6,"27,421",6,1,0,1,20,,,,,,,,,,,,,,"Sebring, Fla.",2955
AsheboroNC,"25,859",p1,,0,y,,,,,,,https://www.courier-tribune.com/news/20200602/protesters-mix-it-up-at-monument,https://www.courier-tribune.com/news/20200601/protesters-march-in-downtown-asheboro,Protesters mix it up at monument,The Courier-Tribune,Asheboro,North Carolina,35.710,-79.813,✓,jugal,9,–,S,6,,,,,,1,1,,,,,,,,,,2,3702080,"25,859",60.0,11.4,0.7,24.3,"35,609",6,1,0,2,30,,,,"https://www.google.com/search?q=""Asheboro"" ""North Carolina"" ""tear gas""",no,,,,,AS,,662,,"Asheboro, N.C.",1472
DentonTX,"133,661",p3,,1,y,,,y,,,,https://dentonrc.com/news/denton/denton-protesters-gather-on-square-for-second-night-this-time-with-a-curfew/article_783c9d9f-4513-5406-a3d9-1bc8f6c7fb86.html,,"Denton protesters gather on Square for second night, this time with a curfew",Denton Record-Chronicle,Denton,Texas,33.216,-97.129,✓,juliette,8,–,S,5,,,,,1,1,1,1,1,1,1,1,1,,,,9,4819972,"133,661",59.9,9.2,4.2,23.9,"56,489",5,0,0,2,50,,,,"https://www.google.com/search?q=""Denton"" ""Texas"" ""tear gas""",no,,,,,RL,,307,,"Denton, Texas",188
ConwaySC,"22,661",p1,,0,y,,,,,,,https://www.myrtlebeachonline.com/news/local/article243339011.html,https://wpde.com/news/local/protesters-show-up-in-conway-to-honor-george-floyd,,,Conway,South Carolina,33.838,-79.053,✓,jugal,12,–,S,6,,,,,,1,,,,,,1,,,,,2,4516405,"22,661",59.9,35.2,1.0,2.6,"39,957",5,3,0,0,30,,,,,,,,,,,,,,"Conway, S.C.",1470
ClermontFL,"33,520",p1,,0,y,,,,,,,https://www.dailycommercial.com/photogallery/LK/20200603/PHOTOGALLERY/603009985/PH/1,,,,Clermont,Florida,28.551,-81.767,✓,jugal,14,–,S,9,,,,,,,,,1,,,,,,,,1,1212925,"33,520",59.9,10.6,5.1,22.1,"58,804",5,1,0,2,50,,,,,,,,,,,,,,"Clermont, Fla.",1009
Evergreen ParkIL,"19,666",p1,,0,y,,,,,,,https://patch.com/illinois/evergreenpark/hundreds-march-peaceful-george-floyd-protest-evergreen-park,,,,Evergreen Park,Illinois,41.722,-87.702,✓,jugal,15,–,MW,9,,,,,,,,,1,,,,,,,,1,1724634,"19,666",59.9,24.7,0.7,12.9,"72,054",5,2,0,1,70,,,,,,,,,,,,,,"Evergreen Park, Ill.",1909
WaxahachieTX,"34,285",p1,,0,y,,,,,,,https://www.waxahachietx.com/news/20200605/waxahachie-holds-peaceful-protest-in-support-of-blacklivesmatter,,,,Waxahachie,Texas,32.389,-96.843,✓,barbara,15,–,S,10,,,,,,,,,,1,,,,,,,1,4876816,"34,285",59.9,12.0,0.7,25.4,"62,986",5,1,0,2,60,,,,,,,,,,,,,,"Waxahachie, Texas",1029
MinneapolisMN,"416,021",p3,,14,y,1,,,,,,https://www.cbsnews.com/live-updates/george-floyd-death-protests-minneapolis-2020-05-30/,https://minnesota.cbslocal.com/2020/05/26/hundreds-of-protesters-march-in-minneapolis-after-george-floyds-deadly-encounter-with-police/,"George Floyd U.S. protests: Live updates from May 31, 2020",www.cbsnews.com,Minneapolis,Minnesota,44.978,-93.265,✓,,1,–,MW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,13,2743000,"416,021",59.8,19.0,6.1,9.6,"58,993",5,1,0,0,50,,,,"https://www.google.com/search?q=""Minneapolis"" ""Minnesota"" ""tear gas""",CONFIRMED,https://www.cnn.com/videos/business/2020/05/31/reporters-in-minneapolis-dodge-tear-gas-and-rubber-bullets.cnn,police chief confirms use of gas in press conference https://www.facebook.com/KSTPTV/videos/566781897312632/,AS checked,Chandan Khanna/Agence France-Presse — Getty Images,RL,y,21,,Minneapolis,46
LakelandFL,"105,958",p3,,0,y,,,,,,,https://www.theledger.com/news/20200602/black-lives-matter-plans-second-lakeland-protest,,Polk Black Lives Matter group plans 2nd Lakeland protest,The Ledger,Lakeland,Florida,28.041,-81.957,✓,jugal,8,–,S,6,,,,,,1,,,,,,,,,,,1,1238250,"105,958",59.8,20.0,2.4,15.6,"44,313",5,2,0,1,40,,,,"https://www.google.com/search?q=""Lakeland"" ""Florida"" ""tear gas""",yes,https://www.abcactionnews.com/news/region-polk/tear-gas-pepper-spray-used-by-law-enforcement-at-george-floyd-lakeland-protest,video shows pretty clearly: https://twitter.com/lauradavis/status/1267298698146516992,EMAILED / police said that they used further crowd control agents: https://www.facebook.com/LakelandPD/videos/352922689005267/?__xts__%5B0%5D=68.ARAtXjYxeDIjn49ycZ2UsE_tTE8sr1GAen4M8csSSc18nyCO-zS2XWLUGC2cqeeiidHx22IAER5xk6L_IVFRze63RJrLue3hB4v7tsqPKILvWDZxlCA-jauUC-ywtkNbmDUlxSmqPi-xUSf0FhtiIvPIJ4voXuGVPk782zD3hGFjqIuGOtfiWY_FcITJWC6R2aNW4b6Ig9L2LoPS1ieqzOAGMHn-S6qgV4tvtBtrtmp1_H_cuJ0ogF8z_pwGJ550fsJ0UCBnT0CUdvPvP8GixhD-qNBrQ7DDZK80F2Y6b-EbdCGmTJmjL2UVtPZ6r5y8kQ-c0PgMDnvfAyP7rZc6kA&__tn__=-R / ,,RL,,584,,"Lakeland, Fla.",263
FredericksburgVA,"28,469",p1,,1,y,,,,,,,https://www.fredericksburg.com/news/local/photos-black-lives-matter-protests-continue-in-fredericksburg/collection_ebc1157b-3af3-5063-b6cf-83b14464e68f.html#1,https://www.fredericksburg.com/news/local/photos-black-lives-matter-protests-continue-in-spotsylvania-and-fredericksburg/collection_edcc4175-3592-518e-9695-9130a7affb83.html#19,PHOTOS: Black Lives Matter protests continue in Fredericksburg,Fredericksburg.com,Fredericksburg,Virginia,38.296,-77.500,✓,jugal,8,–,S,7,,,,,,,1,,1,1,,,,,,,3,5129744,"28,469",59.8,20.6,2.5,10.8,"63,274",5,2,0,1,60,,tear gas,https://www.nbc12.com/2020/06/02/sheriffs-office-tear-gas-used-after-protesters-throw-rocks-bottles-deputies/,"https://www.google.com/search?q=""Fredericksburg"" ""Virginia"" ""tear gas""",CONFIRMED,https://patch.com/virginia/fredericksburg/stafford-deputies-fire-tear-gas-fredericksburg-protesters,"several social videos showing the same event: https://twitter.com/Yusufinity/status/1267309225656582146 / https://twitter.com/peachytoker/status/1267368008533639168 / location checks out here: https://www.google.com/maps/@38.3027229,-77.4590485,3a,75y,133.67h,80.46t/data=!3m7!1e1!3m5!1s_NM1CrjXb8GqvU1uv9uKSQ!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3D_NM1CrjXb8GqvU1uv9uKSQ%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D334.08154%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192 / a separate incident here: https://twitter.com/MyBigTweetr/status/1267797745017946117  https://twitter.com/X0Dahlia/status/1267636302712881155",CONFIRMED The Stafford County deputy made a statement saying that they used CS gas: https://www.facebook.com/watch/StaffordCountySheriff/ emailed,"Mike Morones/The Free Lance-Star, via Associated Press",AS,,539,merlin,"Fredericksburg, Va.",1316
Simi ValleyCA,"126,199",p3,,2,y,,,,,,,https://www.vcstar.com/story/news/local/2020/06/06/simi-valley-protest-black-lives-matter-george-floyd-police-brutality/3160865001/,,,,Simi Valley,California,34.272,-118.779,✓,jugal,13,–,W,12,,,,,,,,,,,,1,,,,,1,672016,"126,199",59.8,1.2,9.8,26.3,"95,543",5,0,0,2,80,,,,,,,,,,,,,,"Simi Valley, Calif.",220
MeridenCT,"59,864",p2,,0,y,,,,,,,https://www.myrecordjournal.com/News/Meriden/Meriden-News/Peaceful-diverse-crowd-rallies-in-Meriden-against-police-brutality-racism.html,,,,Meriden,Connecticut,41.539,-72.809,✓,jugal,14,–,NE,12,,,,,,,,,,,,1,,,,,1,946450,"59,864",59.8,9.4,1.5,27.4,"57,886",5,0,0,2,50,,,,,,,,,,,,,,"Meriden, Conn.",639
BeaufortSC,"13,336",p1,,0,y,,,,,,,https://www.islandpacket.com/news/local/community/beaufort-news/article243231631.html,,,,Beaufort,South Carolina,32.440,-80.678,✓,jugal,15,–,S,5,,,,,1,,,,1,,,,,,,,2,4504690,"13,336",59.8,27.6,2.0,5.7,"49,583",5,2,0,0,40,,,,,,,,,,,,,,"Beaufort, S.C.",2483
DothanAL,"67,872",p2,,0,y,,,y,,,,https://www.dothanfirst.com/news/happening-now-black-lives-matter-protest-in-front-of-the-houston-county-courthouse/,,Happening Now: Black Lives Matter protest in front of the Houston County Courthouse,WDHN - DothanFirst.com,Dothan,Alabama,31.223,-85.391,✓,juliette,8,–,S,6,,,,,,1,,,,,,,,,,,1,121184,"67,872",59.7,33.8,1.1,3.4,"45,681",5,3,0,0,40,,,,"https://www.google.com/search?q=""Dothan"" ""Alabama"" ""tear gas""",no,,,,,RL,,412,,"Dothan, Ala.",530
OakdaleCA,"22,599",p1,,0,y,,,,,,,https://www.modbee.com/news/local/article243251251.html,https://www.modbee.com/news/local/oakdale/article243234396.html,,,Oakdale,California,37.766,-120.848,✓,jugal,9,–,W,9,,,,,,,,,1,,,,,,,,1,652694,"22,599",59.7,0.6,2.6,33.7,"54,443",5,0,0,3,50,,,,,,,,,,,,,,"Oakdale, Calif.",1619
